-10,10,-34.438611895367515103,-0.83907152907645243811
-9.5,10,-13.265998448371053797,-0.99717215619637844526
-9,10,-5.146297364104106542,-0.91113026188467693967
-8.5,10,-1.9753128494281766425,-0.60201190268482362988
-8,10,-0.5606615216411794389,-0.14550003380861353808
-7.5,10,0.23067156168522359727,0.34663531783502582462
-7,10,0.72429665547163823991,0.75390225434330460086
-6.5,10,0.96977020781761547052,0.97658762572802348956
-6,10,0.95877735709668365782,0.96017028665036596724
-5.5,10,0.70842242565566981849,0.70866977429125999066
-5,10,0.28362501508917131732,0.28366218546322624627
-4.5,10,-0.21080036366409646287,-0.21079579943077969562
-4,10,-0.65364405758914212452,-0.65364362086361194049
-3.5,10,-0.93645671775732908237,-0.93645668729079634129
-3,10,-0.98999249800615451989,-0.98999249660044541521
-2.5,10,-0.80114361558381674833,-0.80114361554693369616
-2,10,-0.41614683654756967623,-0.4161468365471424069
-1.5,10,0.070737201667701546381,0.070737201667702906405
-1,10,0.54030230586813965399,0.54030230586813976501
-0.5,10,0.87758256189037275874,0.87758256189037275874
0,10,1,1
0.5,10,0.87758256189037275874,0.87758256189037275874
1,10,0.54030230586813965399,0.54030230586813976501
1.5,10,0.070737201667701546381,0.070737201667702906405
2,10,-0.41614683654756967623,-0.4161468365471424069
2.5,10,-0.80114361558381674833,-0.80114361554693369616
3,10,-0.98999249800615451989,-0.98999249660044541521
3.5,10,-0.93645671775732908237,-0.93645668729079634129
4,10,-0.65364405758914212452,-0.65364362086361194049
4.5,10,-0.21080036366409646287,-0.21079579943077969562
5,10,0.28362501508917131732,0.28366218546322624627
5.5,10,0.70842242565566981849,0.70866977429125999066
6,10,0.95877735709668365782,0.96017028665036596724
6.5,10,0.96977020781761547052,0.97658762572802348956
7,10,0.72429665547163823991,0.75390225434330460086
7.5,10,0.23067156168522359727,0.34663531783502582462
8,10,-0.5606615216411794389,-0.14550003380861353808
8.5,10,-1.9753128494281766425,-0.60201190268482362988
9,10,-5.146297364104106542,-0.91113026188467693967
9.5,10,-13.265998448371053797,-0.99717215619637844526
10,10,-34.438611895367515103,-0.83907152907645243811
